0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
9.935863e-06,27453.402,105405.0,11008.977,0.00017529787,37.07463,17.342594,2660701.2,2.0035665,53224.742,2.4891586,132824.0,4.9999623,577.49567,2.717874091154709,20.635643320689304,0.9964664629899949,0.034966307053331876,0.36275584110310644,0.002788796368239871,5.684361241545737,0.9980452607328527,1453.7236896504282,0.4615763900940779,108.8693361400311,5809.210397360164,7.5135919153527135,9.571905251658174,0.0009497932055138578,2.381859228679275,-0.5320638308730685,0.9994833414704034,Glaucoma
1.4588974e-05,24215.191,88132.055,9552.133,0.00025086367,38.23448,17.080647,2088150.2,2.0024154,48678.72,2.4886672,121549.0,4.999959,552.4955,2.5602223204699053,12.65438009221247,0.998311765675174,0.03594200041486098,0.3437347487436405,0.003366155719095184,4.592937842512086,0.9982527200857654,1314.183797211351,0.4534608493444418,104.03607540182713,5252.142251002895,7.417223374128218,9.465196768463864,0.001464401733224739,2.3236123753440534,-0.529257623165631,0.9994157485822558,Glaucoma
1.3667072e-05,18068.297,120015.23,7485.758,0.0001908571,29.114822,16.866035,2135157.2,2.0010502,29427.445,2.4854314,73529.0,4.999932,429.99414,2.61166544917438,12.682178321145033,0.9960324122981407,0.03707558664333546,0.32876615795942765,0.004337936768012524,3.860282650564752,0.9930160784534633,276.33712140016337,0.46331049966073085,89.1011190589675,1101.488202950091,6.685956621771021,8.664066425917994,0.0021017635859860583,2.2162506799627675,-0.48007630572934556,0.9977780460744277,Glaucoma
1.4597696e-05,15476.341,154581.02,6515.5073,0.00019791094,26.17792,16.681154,1787129.5,2.0025575,26439.766,2.4846249,66014.0,4.999924,407.49384,2.8047403644722944,13.69790141080069,0.9946018333050171,0.03718215751596991,0.3031632851844266,0.004846616257778686,5.059497795516314,0.9872127344756929,197.79168103485358,0.42065612740359937,91.04415041570563,786.107226343895,6.271898381787941,8.453039085372168,0.0017808241524324762,2.3825166196279373,-0.4031986586582222,0.9925718799689423,Glaucoma
1.3306824e-05,27647.604,157506.39,10759.371,0.00024353589,41.722786,17.33067,2847545.2,2.00038,45590.664,2.488296,113954.0,4.999956,534.9953,2.376729833489577,9.370323869470115,0.9811434949120237,0.04732151256048791,0.3340321949699931,0.008756621370358984,5.094500115730474,0.8995675843162367,25.361308197807958,0.4200184212107565,37.922859509750424,96.35073267550104,5.22247784728663,7.411584864357079,0.004167055417949745,2.388262451891387,-0.2650257409315654,0.9437222727259824,Glaucoma
1.0763246e-05,24297.05,78437.195,9849.395,0.00017540764,34.36115,17.168966,2468318.5,2.0113223,45840.047,2.488296,113954.0,4.999956,534.9953,2.879633080465021,20.983866120054337,0.9979365680446824,0.044306165682598625,0.36636862463442926,0.0029974304907027147,6.096375583840262,0.9985399667224406,2087.580745827941,0.47071835649750376,115.12936606490635,8344.226607727924,7.747957032332032,9.765597860613365,0.0010738225527505167,2.430357645586718,-0.5540918886592647,0.9996988783237902,Glaucoma
1.1543417e-05,27004.943,96668.95,10712.238,0.00020381733,38.54253,17.26521,2750707.8,2.000938,47764.387,2.4885635,119354.0,4.999958,547.4954,2.343418541694404,11.768328673501086,0.9985052150351763,0.042380308718113366,0.38587237516384393,0.004507833894042686,3.594522677836758,0.9986439669367304,1325.2177675010448,0.5010085960911622,97.76756233304448,5297.276547326343,7.2896018332852925,9.122572167634086,0.0015405660084124924,2.177151729475133,-0.5541314271890639,0.999512647339061,Glaucoma
7.757142e-06,27025.305,133696.4,11092.976,0.00013340508,33.487446,17.459146,4151054.0,2.0005429,35541.645,2.4867444,88829.0,4.9999437,472.4947,2.9432841289782252,19.779454564489118,0.9963984960713282,0.030250203719105473,0.33367190315047196,0.003828891584471585,4.199528744769892,0.9958292769786147,503.36885321786576,0.4685883064797927,79.54834866012021,2009.2758841266934,6.881951957211896,8.868281335763381,0.0013048764586056883,2.260912384565576,-0.4944710324964472,0.9984257555772938,Glaucoma
1.16138635e-05,20120.01,112289.62,8326.681,0.00017626255,30.039833,17.012045,2231861.0,2.0012643,35554.46,2.4867444,88829.0,4.9999437,472.4947,3.2160982440097725,24.027668633642428,0.9961689350273584,0.02729351229637831,0.3139022599484768,0.0023524061393878637,6.6980810879364405,0.9968245015520194,1054.4193533541913,0.4301890363555919,96.78282170959238,4210.979332328832,7.409949328417225,9.622141992514361,0.001112157386173259,2.500092816656777,-0.5006726661376034,0.999130219365248,Glaucoma
1.0402733e-05,21184.17,116161.64,8783.226,0.00015919803,30.184572,17.10972,2742825.2,2.0005958,32589.705,2.4861574,81449.0,4.9999385,452.49445,3.231822921922831,25.100763615568336,0.9965517573255595,0.03395413749472208,0.3168633007296965,0.00291315068262234,6.042331598293636,0.9981813045394266,1660.7920223103147,0.43580272916589663,104.19909854901444,6637.125757642967,7.3422102878078155,9.50280514635857,0.0009923407389342924,2.447436357839325,-0.5035828033678215,0.9991080988927288,Glaucoma
