0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.0001034819,3418.5168,22131.62,1528.737,0.0006283596,14.333248,14.360677,41348.16,2.0036676,49151.973,2.4887185,122654.0,4.9999595,554.9955,14.68554054054054,426.0841891891892,0.8293595545957405,0.017032567381191775,0.07784430599246785,0.00027851083493713575,234.986177499512,0.8940427235201338,1109.1029319535278,0.09870556750886558,186.06299566085613,4201.425550314612,7.756586080497547,12.323305110135118,0.00015683466823743767,4.93452006671232,-0.19347757924295556,0.9617040384819522,01_TUMOR
0.00015741683,3697.8257,22893.422,1573.5903,0.0009994138,17.678198,14.353403,38828.97,2.0023983,52274.61,2.489064,130529.0,4.999962,572.4956,10.855315315315316,243.04792792792796,0.7804847166519516,0.023222719481264698,0.10590293495454983,0.0005208412307367337,121.14018152335478,0.8922818525106126,562.5550826946219,0.13467646870463393,182.57356860802065,2129.0801492551363,7.367143167176024,11.50564686541466,0.00021296585207931104,4.4603675311352795,-0.206942263338945,0.9618139235648452,01_TUMOR
0.000102199636,3415.7102,18233.807,1528.2599,0.0006248653,14.300359,14.339467,37858.562,2.0039568,53698.027,2.4892056,133979.0,4.999963,579.99567,16.2531981981982,558.8624774774776,0.807523063856592,0.015135872461662602,0.0749756849550208,0.00027045945475154124,220.20905785024698,0.9047508880445032,1155.59376362159,0.10313211021497568,210.3064054171734,4402.165996636113,7.9124283460241465,12.404823933504,0.00016357267092422317,4.873974173366,-0.2177177889984508,0.9737045181920201,01_TUMOR
0.000100533616,3400.942,22127.676,1525.7405,0.0006114591,14.12759,14.364467,37858.316,2.003944,53697.68,2.4892056,133979.0,4.999963,579.99567,12.491306306306303,316.44355855855855,0.7599339032917459,0.0197869813953733,0.09482208998159457,0.00037309329321713396,177.74943628665375,0.8733571312615223,701.8017496612647,0.11597437277096326,164.34851095296008,2629.4575623584024,7.567371879371466,11.949117854537189,0.00018966013749615733,4.734224086899418,-0.19489951101215636,0.9589110464691938,01_TUMOR
0.0001088463,3449.725,19823.057,1534.0049,0.00066776515,14.700066,14.345381,36892.9,2.0037835,55094.023,2.4893436,137474.0,4.9999638,587.4957,16.63481981981982,610.0595945945946,0.7583612709439973,0.015994638589187753,0.08083336929500728,0.00028276062315922676,230.30940588261785,0.8881993236280029,1029.9281984910126,0.1061780612100238,217.49189676140713,3889.4033880814295,7.843258857298049,12.35140797761061,0.00015643940570969156,4.890429062891211,-0.20876495562937303,0.9695434023453289,01_TUMOR
0.00010754552,3442.2454,16407.633,1532.7484,0.0006659817,14.611964,14.303461,37528.066,2.0036616,54154.965,2.4892519,135139.0,4.999963,582.49567,14.916126126126125,491.9706306306306,0.8782160589230038,0.020252770223570794,0.08508000747102329,0.0003277926996449349,226.51057955347355,0.9332296700203634,1696.906617320886,0.10502116962560756,174.11088479497917,6561.115889730077,7.833672526015596,12.259814369136844,0.00015692295211209553,4.887142956079724,-0.22080971553636408,0.9745438591439801,01_TUMOR
9.4531766e-05,3364.1582,16078.214,1519.3981,0.00058625016,13.699392,14.300593,35383.28,2.0046175,57492.43,2.489566,143399.0,4.999965,599.9958,13.872612612612613,479.9635135135136,0.9410225103223548,0.018899308798531533,0.10937891671381318,0.00031959145042116183,177.73133064576672,0.9694099437786754,2904.5801978681297,0.13664526661692022,213.1939194180442,11440.58946082676,8.183268525701058,12.328061573117166,0.0001989316841644275,4.654641283437018,-0.29104494780340584,0.9919111891945971,01_TUMOR
9.070488e-05,3339.9434,10747.17,1515.1696,0.0005624494,13.419235,14.233779,34805.094,2.0049312,58465.8,2.4896524,145804.0,4.9999657,604.99585,13.66873873873874,661.7573873873874,0.9490769374257794,0.03506935399061479,0.17522852459872262,0.0010041662425560646,174.91981832650183,0.9814851073535024,4727.533091805844,0.2028270966026751,205.51118898548114,18735.212548896874,7.8990023153395335,11.658445525480493,0.00024066278306946582,4.496530011600148,-0.32123170129109446,0.9937436732676724,01_TUMOR
0.0001251538,3539.2388,17659.31,1548.7467,0.0007904363,15.762839,14.246876,36260.637,2.0031803,56020.94,2.4894338,139829.0,4.999964,592.4958,8.625765765765767,259.8212612612613,0.9542750199263015,0.04033756746605835,0.18807320422814922,0.0011219777950530027,84.60720568142574,0.9814520092732089,2281.4701955522614,0.23360927748815682,141.6050147891236,9041.273576527617,7.485054077814442,10.865524525093237,0.0003565925034137433,3.9550802750920173,-0.33145591901189203,0.9925735670389582,01_TUMOR
9.131157e-05,3353.0671,22815.455,1517.4666,0.000553464,13.570898,14.376456,40621.95,2.0041854,50056.54,2.4888194,124879.0,4.99996,559.99554,12.69810810810811,313.74135135135145,0.8775838882050178,0.014422963399543659,0.09074136716299105,0.0003344182096451546,131.06121015569866,0.924179702720132,864.4938826952603,0.1256635316636215,262.9235327237512,3326.9143206253575,7.8410777002583565,12.06851090726873,0.00020800132826738065,4.526488000956685,-0.24445295255415758,0.9812525558529106,01_TUMOR
0.00011877393,3517.94,20260.145,1545.2876,0.00074645027,15.508617,14.346016,38174.66,2.003269,53216.84,2.4891586,132824.0,4.9999623,577.49567,16.320540540540538,476.85144144144135,0.7809416100513085,0.014496738450284815,0.06674689645546247,0.0002599138470424247,221.91007732384423,0.8742640287032364,883.3780601977887,0.09423555076328573,229.34590288725735,3311.602163467309,7.762548554208451,12.352640348940339,0.00014961393807893904,4.917574671279596,-0.18971306222766407,0.9594699052235021,01_TUMOR
0.00013325353,3628.449,22799.408,1562.916,0.0008971887,16.835787,14.368013,47554.21,2.002861,42703.0,2.4878993,106604.0,4.9999533,517.4951,14.28954954954955,367.6644144144144,0.6236092410512349,0.017867842632530693,0.07474205249613407,0.00036065375445577005,174.75787937480294,0.8319610263051787,520.0455059710707,0.1070179922319828,205.01022341335977,1905.4241445094722,7.443006360211118,11.912680103124757,0.00017851586298130268,4.742085792602459,-0.17022881866207668,0.9392394172289565,01_TUMOR
